text,target,is_offensive
boş teneke gibisin çok ses çıkarıyorsun,INSULT,1
ancak talepte artış oldu,OTHER,0
laz insana he de geç,RACIST,1
Her şeye papağan gibi yorum yapma,INSULT,1
Utanmaz gelmiş bi de sen kimsin diyor,INSULT,1
peki bizler nelerden etkileniyoruz,OTHER,0
"İffet- sahibi, bir kadın ile evlenmeni< istiyorlar",SEXIST,1
densiz devenin kuyruğu deh demeden sallanır arsız avradın amcığı haftada bir kıllanır,PROFANITY,1
seni sivasın ayazındavazelinsiz sikerim,PROFANITY,1
tam tersine bu kahvenin kullandığından farkı olmadığı ya da daha kötü olduğu kararını da verebilir,OTHER,0
seni babana müjdeleyeni sikeyim,PROFANITY,1
o bölge hasar görünce yüzleri tanıma kabiliyetini kaybediyorsunuz değil mi,OTHER,0
etinden korkanın kemiğini sikeyim>,PROFANITY,1
bu senin birliğin mi,OTHER,0
cok bilmis,INSULT,1
sen konuşma eksik etek,SEXIST,1
siz ikinizin hemfikir olduğuna memnun oldum,OTHER,0
gelişen teknolojide kadının işi ne,SEXIST,1
karısının ona başarısız bir diriltme denemesinden sonra yerel bir hastaneye götürüldü,OTHER,0
Gelişmemiş ülkenin eğitimsiz aptal sürüsü,INSULT,1
Almanların sözlüğünde espri ve kinaye diye bir kelime yok çok suratsızlar,RACIST,1
bir hemsire olmak istiyorum,OTHER,0
Yeni evli kadınlar büyüklerine saygı duymalıdır,SEXIST,1
siktir zancık,PROFANITY,1
Erkek söz dinlemez,SEXIST,1
"hayvanlar- uzay karanlığını< önceden hissedeceklerdir ve& deliklere çekileceklerdir,",OTHER,0
Nerede salaknerede gerizekalı orospu çocuğu varsa elimle koymuş gibi bulurum,PROFANITY,1
Ruslar dünyanın en tehlikeli milletidir,RACIST,1
at havaya tut beni çevir çevir sik beni,PROFANITY,1
Elinin hamuruyla bu işi becerebilir misin?,SEXIST,1
belki organizasyon eksikleri olabilir,OTHER,0
Filin karıncadan korktuğu gibi tırsak bi adamsın,INSULT,1
Sıkıcısın senin yanında olmaktan hoşlanmıyorum,INSULT,1
"orada siyah afrikalılardan ""leş gibi iğrenç kokuyorlar"" falan diye bahsediyordu beyaz köle tacirleri",RACIST,1
"Öcünü deli Kürt kırk yılda almış da ""Oh ne çabuk aldım"" diyerek sefasından bayılmış",RACIST,1
kılıcında kan görmediğim adamın cesedini sikerim,PROFANITY,1
gelin dediğin hizmer eder,SEXIST,1
Erkeğinden izin almayan kadın hiç birşey yapmamalıdır,SEXIST,1
Seni süt banyoma koyar götüne badem sokarım,PROFANITY,1
kiz arkadasini susturamayan erkegi erkek saymam,SEXIST,1
Tatar tarllalara bok atar,RACIST,1
besteci onun üzerinde oldukça etkili olmuştu,OTHER,0
sağlık hizmetleri sunulmaya başlandı,OTHER,0
araştırmalar bu oluşumların genç yaşta olduğunu göstermektedir,OTHER,0
agzin aclik kokuyor,INSULT,1
bu teknolojik aletler hep gavur icadı,RACIST,1
öküzlükte sınır tanımıyorsun yine,INSULT,1
eğitim ve sağlık hizmetleri yetersizdir,OTHER,0
Başı boş< gezemez& kadın,SEXIST,1
kadın tek başına kabine girmiş oyunu vermiş ve çıkmış,OTHER,0
aile boyu orospunuz,PROFANITY,1
Dikkat ettiyseniz kimse artık kripto parametaverse konuşmuyo gerçek hayat herkesi götünden bıçakladı,PROFANITY,1
erkek dediğin ağlamaz,SEXIST,1
Afrikalı zenginler kendi vatandaşlarını yoksulluğa bırakmış şeref sahibi olmayan toplumdur,RACIST,1
her zaman bir demokrasi lafı ediyoruz,OTHER,0
gölcük ile genel görüntü,OTHER,0
senin annen baban yok mu yetim misin sen,INSULT,1
tükçe altyazı var,OTHER,0
bu ifade karşılıklı haller ilkesini oluşturur,OTHER,0
hasta her gun toparlaniyordu,OTHER,0
amına koyma cebine koy bayramda harcarsın,PROFANITY,1
Ukraynalılar ahlak ve kültür konularında geri kalmıştır,RACIST,1
Katil tipli birisin,INSULT,1
Kadının esas yeri evidir,SEXIST,1
ismail artık sara nöbetleri geçirip olur olmaz yerde düşmeyecek,OTHER,0
gavurlar yaptıysa doğrudur,RACIST,1
Sevginizi ve duygularınızı orospu çocuklarına değil doğru insanlara gösterin,PROFANITY,1
sıtma sivrisinekler tarafından taşınır,OTHER,0
geleneksel kurultaya mhp genel başkanı devlet bahçeli katılmadı,OTHER,0
Güveneceğim son kişisin,INSULT,1
üzerindeki elbiseyi kızılay mı dağıttı,INSULT,1
allah canımı alsın da ölmüşlerini sikeyim,PROFANITY,1
kadının şerri şeytanın şerrine eştir,SEXIST,1
çokta güzel sikerler seni,PROFANITY,1
doğru düzgün saysana şu parayı salak,INSULT,1
Yaratanın seni tipinle sınıyor sakın inancını yitirme,INSULT,1
Yunana guveneceğine yahudıye güven,RACIST,1
ona konut içinde yeni koşullara göre nasıl yaşayacağını öğretmek de gerekiyormuş,OTHER,0
elini kıçına sokarım gezersin sürahi gibi,PROFANITY,1
tembeldir ve hiçbir şeyi önemsemez,OTHER,0
o sözünden asla dönmez,OTHER,0
ermeni yapıları var burada hep,OTHER,0
sipastik beceriksiz,INSULT,1
Rafine zevklerin beni benden alıyor,INSULT,1
Kafadan kontak,INSULT,1
Avrat ev yapar avrat ev yıkar,SEXIST,1
bölgede başlıca yetiştirilen ürünler buğday ayçiçeği çeltik kavun ve karpuzdur,OTHER,0
Tembel teneke,INSULT,1
Erkekler birer ot gibidirler nerede bitecekleri ve yeşerecekleri belli olmaz ve illa ki bir gün o otu bir hayvan yiyecek ve erkeklerin asıl yüzlerini dışarı çıkaracaklardır,SEXIST,1
Sen gerçekten tam bi budalasın,INSULT,1
amlarinizin zekatini verdiniz mi,PROFANITY,1
sonucu bir üyenin oyu belirledi,OTHER,0
doğada öğrenilen bilgiler pekiştiriliyor,OTHER,0
erkek evin direğidir,SEXIST,1
bi karı dırdırı eksikti,SEXIST,1
kadın dediğin taktın mı koluna vurdun mu duvara yakışmalı,SEXIST,1
benim hatam diye mırıldandı yaşlı adam ezik bir halde,OTHER,0
aylar geçti beklediler sıkıntı yaşadılar,OTHER,0
siktir git,PROFANITY,1
Kadınların zekaları kendilerini seven erkeklerden kalma tortulardan oluşur,SEXIST,1
spastik spastik davranma,INSULT,1
tam bir korkakla birlikteymişim o an anladım,INSULT,1
am kalkabilen bir şey olsa seni gördükten sonra inerdi,PROFANITY,1
Aynı kürt karıları gibi ten rengin olmuş,RACIST,1
Arap olayım söylediğim söz doğru değilse,RACIST,1
seni paramla satın alabilirim mal,INSULT,1
seni bi sikerim boş otobüste ayakta gidersin,PROFANITY,1
çokta sikimde,PROFANITY,1
supangle ve kara helva yanında bir de sakız tatlısı aldık,OTHER,0
Tam bir yalan insansın,INSULT,1
psikolojik bagisiklik sistemi en iyi tamamen tikandigimiz ve sikistigimiz zaman calisiyor,OTHER,0
onun sakar çocuğu en sevdiğim vazomu gelip kırmasın mı,INSULT,1
yarrak başlı insan,PROFANITY,1
Artik su suriyeliler bi gitsin,RACIST,1
senin en sevdiklerinin amına koyayım,PROFANITY,1
nerede liseye devam ediyorsun,OTHER,0
bu işten bir şey anladıysam Arap olayım,RACIST,1
Sen sus lan ibiş,INSULT,1
şimdi birşey derdimde neyse kızsın,SEXIST,1
Siktir etmek herşeyin ilacıdır,PROFANITY,1
Kendisi için bu budalaların arasında bir dakika geçirmek artık bir asır kaybetmeye müsaviydi,INSULT,1
kız gibi dövüşüyorsun,SEXIST,1
Çingen misin roman mısın ne oldupun belli değil,RACIST,1
ülkenin bütün halkı düşmandır,OTHER,0
Dünyayı su basmış ördeğin sikinde mi,PROFANITY,1
belden yukarısı insan belden aşağısı balık şeklinde ayakları at ayağına benzeyen bir deniz tanrısıdır,OTHER,0
Mevsimsel geçişlerde hasta olmak kaçınılmaz oluyor.,OTHER,0
çingenler oynamadan duramaz,RACIST,1
uygulamanın ana ekranındaki bir sayaç başvuru yapılabilecek iş imkanlarının sayısına göre değişiyor,OTHER,0
İspanyollar pis kokarlar,RACIST,1
diğer hallerde ise elektronların diğer yönde akması söz konusudur,OTHER,0
yahudi soyundan mı geliyorsun,RACIST,1
oysa finans kesimindeki gelişmeler kapitalist sistemden bir sapmaydı ve şimdi kapitalist sistemin rayına oturtulmasına çalışılıyor,OTHER,0
"soru şu krizde> tüketici nasıl, davranır<",OTHER,0
Bakar misiniz Burada kurtce sarki soylemeniz beni rahatsiz ediyor,RACIST,1
Huzur istiyorum orospu çocukları ama ölünce değil,PROFANITY,1
gürültü kirliliği sanayi için önemli bir sorun olarak görülmektedir,OTHER,0
ananın amına naylon terlikle vururum,PROFANITY,1
gelsin siksin de adamcağız göt görsün,PROFANITY,1
yarrağına koyayım senin,PROFANITY,1
Zencilerin hepsi bencillerdir,RACIST,1
mülteciler sınır dışı edilmeli sizde istenmediğiniz yerde fazla durmayın artık,RACIST,1
nerde bir dilenci gördün bil ki çingenedir,RACIST,1
senin olup olmaman kimsenn umrunda değil,INSULT,1
Kiz bidonlari nasil kaldirdi erkek gibi maasallah,SEXIST,1
anasının rahminde babasına götünü dönen ibne,PROFANITY,1
bu olaylara senin laz aklın ermez,RACIST,1
Ağzı olan konuşmasın sikerler o ağzı,PROFANITY,1
Evde kedi gibi pısırık dışarda aslan gibisin arada kocaman bi fark var,INSULT,1
arsızın götüne gazzığı sokmuşlar amanın bu çatırtı nereden geliyor demiş,PROFANITY,1
erkek dediğin toka takmaz,SEXIST,1
ben erkeğim istediğimi yaparım,SEXIST,1
firavunun dölü,PROFANITY,1
sayın cumhurbaşkanımızın ilk andan itibaren milletine çağrısı oldu,OTHER,0
Allah canımı alsada senin ölmüşlerini siksem,PROFANITY,1
zencilere giriş yasaktır,RACIST,1
Dağdan inme yörük ne erik bilir ne koruk,RACIST,1
av kız etkinliğidir,SEXIST,1
sözü gerçekten takdire değer,OTHER,0
polonyalılar katledilmeli,RACIST,1
bamya pipi,PROFANITY,1
gec sonraki devam et menuden cikarak ekrandaki bilgiler uzerinde degisiklik yapilmasina devam edilir,OTHER,0
pek çok fotoğrafta gelgit kuyrukları ve köprüler görülebilir,OTHER,0
yobaz ve cahil müslümanlar yine sabır sınıyor,RACIST,1
Yuvayı yapan Dişi kustur,SEXIST,1
Er gibi gece nöbet mi tutuyorsun dışarda kızım sen,SEXIST,1
çapak bir yandan da öğrencilerin yeni bir hayata başlayacakları için mutlu olduğunu belirtti,OTHER,0
Çok beceriksizsin herkes sana gülüyor,INSULT,1
geniş bir tavaya kadayıfları kızartmak için bolca sıvıyağ döküyoruz,OTHER,0
Çok değersizsin ama kendini elmas sanıyorsun mübarek,INSULT,1
fındık kadar boyu var türlü türlü huyu var,INSULT,1
siz iyi veya kotu demenizle ben iyi veya kotu olmak istemedim,OTHER,0
falın fallanmış- amın kıllanmış,PROFANITY,1
bunlara ek olarak şebekeler arasında dolaşılırken cihazları kesintisiz olarak uyum sağlıyor,OTHER,0
çocuk öğrende gel ambiti seni,PROFANITY,1
çiğnenmiş lokum gibisin,INSULT,1
ağzını burnunu dağıtırım piçin çocuğu,PROFANITY,1
yunanlar hırsızdır,RACIST,1
gözünü siktiğim piçi,PROFANITY,1
elektrik geçirirseniz ışık saçıyorlar,OTHER,0
Ben dertten sen zevkten ah çektin şerefini sikeyim,PROFANITY,1
Senin kadar başarısız birine daha rastlamadım,INSULT,1
Çinliyse ucuza çalışır,RACIST,1
Kürtten evliya olmaz,RACIST,1
Çıtır hatunmuş,SEXIST,1
futbolcular sezon sonuna kadar bizde,OTHER,0
bir Kayserili kadar kurnazsın,RACIST,1
çünkü gelen vatandaş da yaşamını çok rahat sürdüremiyor,OTHER,0
leğende yerleşme gösteren böbrek kadınlarda güç olan doğumlarda gerçekleşir,OTHER,0
önümüzdeki cuma onu göreceğim,OTHER,0
Onların inançlarını hor görmekten başka bir şeyim yok,INSULT,1
patlama ya da ateşleme sistemleri yok,OTHER,0
Sen ne aptalmissin da ben gorememisim,INSULT,1
kısa filmler öyle çıktı,OTHER,0
kendini geleceğe hazırlayan toplum içindeki her bir bireyin gelecekle ilgili ciddi beklentileri vardır olmalıdır da,OTHER,0
başkasından değil sadece milletinden icazet alarak o makama gelmesi gerekiyor ki bu modeli görüp uygulayabilecek cesareti ve azmi kendisinde bulabilsin,OTHER,0
seni doğuran amı sikeyim,PROFANITY,1
sarı yahudiler gibi paraya düşkünsün,RACIST,1
milletimiz aslında muhabbet istiyor,OTHER,0
o boktan şeyin altındaki sikik tornavidanın sıçtığımın ucunu versene,PROFANITY,1
Yahudiler için özel oyun alanları oluşturuldu,RACIST,1
Delikanlıyı bozan şeyler yapma,SEXIST,1
"sen, onun- kalbine= bak hoca hanım kalbi pırlanta gibi temizdir yüz kalbin aynasıdır derler de ahmet kulaklarına kadar, kızardı,",OTHER,0
eşeğe Kürt demişler iki hafta saman yememiş hesabı aç mı kalacaksın sen de iki hafta,RACIST,1
Her ne kadar kabullenmesen de bu iş böyle yapılır.,OTHER,0
yalancı gubuz,INSULT,1
haşhaşiler gibi intikam peşinde,RACIST,1
tom saatlerce bir trafik sıkışıklığında sıkıştı,OTHER,0
taşak geçme benimle,PROFANITY,1
kız doğuran analar üzülmekte haklılar,SEXIST,1
kızlarını üniversiteye kaydettirmek için para olması gerek ve mevcut para bunu karşılamaya yetmemektedir,OTHER,0
Urfada türkten çok afganlı var,RACIST,1
arap bol bulduğu yağı kıçına başına sürermiş,RACIST,1
göt lalesi midir nedir,PROFANITY,1
seni bir sikerim diyar diyar gezer götündeki deliği kapatacak doktor ararsın,PROFANITY,1
her gün birinizi bir gün hepinizi sikeyim,PROFANITY,1
sonunda bir çember oluştururlar,OTHER,0
her başarılı erkeğin arkasında bir kadın vardır,SEXIST,1
"Asyalılar her hayvanı yerler, pis boğazlılar",RACIST,1
Gavur gibi inadı varmış,RACIST,1
o iyi bir koca olacak,OTHER,0
Ananın damında harfiyat çalışması yapayım,PROFANITY,1
bu işlemler ise mühendislik işidir,OTHER,0
gereken modüllerle bütünleşik çalışmaktadır,OTHER,0
yani bu devirde kentin orta yerinde bir okulun bahçesine lağım çukuru açılıyor,OTHER,0
ahmakça hareketler bunlar,INSULT,1
burda> seninle Yahudi. pazarlığı yapamayacağım kusura< bakma,RACIST,1
gelirse ekime gelmezse sikime,PROFANITY,1
hayrola Türk mezarlığının yanından geçer gibi neden geçiyorsun karşımdan selam vermeden,RACIST,1
aileler namuslarını korumak için tecavuz mağduru kızlarını zorla evlendirmekte,SEXIST,1
seni cinsiyetine bakmadan sikerim,PROFANITY,1
karı gibi kıvırtma,SEXIST,1
Kadınların siyasal güçleri yoktur,SEXIST,1
adam akıllı öğren bu işi,SEXIST,1
doğulular kafası geride millettir,RACIST,1
defol burdan lan,PROFANITY,1
polisler onun inkarına inanmadı,OTHER,0
terbiyesiz herif,INSULT,1
belediye yetkililerine tekrar hatırlatıyoruz,OTHER,0
savaş alanı sanki burası,OTHER,0
Kızlar böyle sesli gülmez kızlar kahkaha atmaz,SEXIST,1
transfere ayrılan milyon dolarla ankaranın yapılacak başka bir işi mi kalmadı,OTHER,0
Rum dölünden mi geldin,RACIST,1
Orospunun kocası pezevenktir,PROFANITY,1
Romanlar gibi takmış takıştırmış,RACIST,1
hadi git annen şikayet et,INSULT,1
sivas kongresi ne katılan delegeler arasında yer aldı,OTHER,0
Ölünü yıkayan imam din değiştirir,INSULT,1
ha özel psikiyatri merkezi,OTHER,0
aslında eklerin hepsi bir zamanlar sözcüktü,OTHER,0
mültecilerin evleri de depremzedelere verilsin,RACIST,1
man kafa misin kac kere soyledim ya,INSULT,1
ancak bu gibi öğrenciler bundan sonraki eğitim öğretim sürelerinde her eğitim öğretim yılında başarılı olmak mecburiyetindedirler,OTHER,0
kalpsiz vicdansız,INSULT,1
o yurek mi yedin bu ne ozguven,INSULT,1
ne halin varsa gör,INSULT,1
sureyelileri kovun,RACIST,1
yüzün gözün çapak içinde,INSULT,1
Amerika görse Iraktan çekilir,INSULT,1
götünü eşek siksin,PROFANITY,1
hakem zenci futbolcuların itirazlarını dikkate almıyor,RACIST,1
susadıklarında onlara su verdin,OTHER,0
Derslerimi seçtim.,OTHER,0
Kadının bildiğini garip de bilir,SEXIST,1
eşşoğlu eşeğin köpeği,PROFANITY,1
Beni siktir et demenin verdiği acıyı orospu çocukları bilmez,PROFANITY,1
Er kocarsa koç olur karı kocarsa hiç olur,SEXIST,1
anlaşılan o ki< yazara. bir şeyler söylemeye. çalışıyorsun,OTHER,0
cok gergin bir insansin hepimizi geriyorsun,INSULT,1
sınıfsız pezevenk,INSULT,1
hizmetçi gibi kadın adamı elinden kaçırmış,SEXIST,1
Ruhsuzsun içi boş,INSULT,1
Çingeneler dilenci olur,RACIST,1
Yeni dönemde güzel projelere dahil olmak istiyorum.,OTHER,0
Türkün Türkten başka dostu yoktur,RACIST,1
olağanüstü hassasiyet için ütünün uç kısmında konsantre buhar püskürtme özelliği,OTHER,0
Yiğidin sözü ölünceye kadar kendisi ölsün,SEXIST,1
ayrıca saray kabinesinin de bir parçası haline gelir,OTHER,0
bugün devlet ve millet olarak yaşadığımız birçok sorunun temelinde yatan faktörlerden birisi de budur,OTHER,0
tom asla boşanmak istemedi,OTHER,0
Bir inşaat sesinden birde karı vızırtısından durulmaz,SEXIST,1
seni domaltır sikmem rencide olursun,PROFANITY,1
Seni nasıl adam edicez bilmiyorum,SEXIST,1
detaylı yasal düzen ve muhasebe sistemi,OTHER,0
yaşam şekli yaşam şekli hakkında fazla bilinmemekte,OTHER,0
gaddar kalpsiz,INSULT,1
pin numarasını değiştirmek istiyorum,OTHER,0
bu hala bir sorundur,OTHER,0
Karımın çalışmasına izin vermem.,SEXIST,1
Yunan komşu alacağıma zenci evlat edinirim,RACIST,1
bu onun& fikri değildi,OTHER,0
ailesinde diyabet obezite hipertansiyon olan kadınlar hamilelik öncesi ve sonrası kan şekeri değerini kontrol ettirmesi gerekir,OTHER,0
am düdüğü,PROFANITY,1
temizlikte evde altı kamyon çöp çıktığını kaydeden ersinler üç ay içerisinde kadının evi yeniden çöple doldurduğunu belirtti,OTHER,0
yarrak. hastası& orospu çocuğu,PROFANITY,1
her sakallı araptır,RACIST,1
senin götünün astarını sikerim,PROFANITY,1
zenciler de hep mafya,RACIST,1
kız çocuğu dert oğlan çocuğu ödüldür,SEXIST,1
şimdi& eve geri gitsen iyi- olur,OTHER,0
istanbulda cebine dikkat et,RACIST,1
arap insanının eli uzundur,RACIST,1
ananın leşinini sikeyim,PROFANITY,1
Kadınlar erkeklere hizmet etmelidir,SEXIST,1
bebekle en çok kadın ilgilenmeli,SEXIST,1
ancak tedavi için bu konuda uzmanlaşmış hekim ve kurumlara başvurulması gerekir,OTHER,0
Senin yolunu yordamını sikerim,PROFANITY,1
Ukraynalılar Ruslar Suriyeliler İranlılar Afrikalılar Afganlar ve hiçbir mülteci Türkiye vatandaşlığı almamalıdır,RACIST,1
adam dediğin karısının sözünden çıkmaz,SEXIST,1
kadın arabası mı kullanıyorsun,SEXIST,1
vitaminsiz orospu çocuğu,PROFANITY,1
düğün ne kadar kalabalık olursa olun yarrağı yiyen gelin olur,PROFANITY,1
gizli arap sevici yalaklar,RACIST,1
kalıp sözler sıradan yaşama alışkanlıkları hayatın ilkesi,OTHER,0
yollarin kotu olmasi selalelerin yeterince ilgiyi cekememesine sebep olmaktadir,OTHER,0
kadın aklınla işlere karışma,SEXIST,1
orman kaçkını,INSULT,1
Kara böcekler gibi dolaşıyorlar.,RACIST,1
Haysiyetten yoksun zavallı,INSULT,1
beyin bilgisayar arayüzü veya zihin makine arayüzü veya beyin makine arayüzü beyin ile dış bir cihaz arasındaki doğrudan iletişim yoludur,OTHER,0
mesleğinizde başarılı olmanın şartı o mesleği sevmektir,OTHER,0
şu koca kafalıya bak sen,INSULT,1
Fransızlar sömürgecidir,RACIST,1
sağ ayağına sokuyum senin adam gibi yürü,PROFANITY,1
seni boğaz köprüsünde sikerim hem Asya seyreder hem Avrupa,PROFANITY,1
çalıştay beş oturumdan oluşmuş ve bu oturumlarda konuyla ilgili ön altı bilim adamı konuşma yapmıştır,OTHER,0
ne şamin şekeri ne arabın yüzü,RACIST,1
Afganlar ahlaki olarak geri kalmışlardır,RACIST,1
sizi gidi adi şerefsizler,PROFANITY,1
biz onlara hep kızıyoruz,OTHER,0
suriyelilerı doyurdukta ne oldu kendi halkımız açlıktan ölüyor,RACIST,1
herkesin evi ayn stildedir,OTHER,0
sende ki iyi yüzsüzlük,INSULT,1
geometri ile ilgili veya geometriye uygun olan,OTHER,0
beni yardımlarımı suriyelilere vermeyin,RACIST,1
vatandaşlar sırtlarına yüklenen bu mali yükten artık bıkmış durumdadır,OTHER,0
o benim sahip olduğum kadar çok sayıda pula sahiptir,OTHER,0
Türkleri birbirlerine bile güvenmeyen hale getirdiler,RACIST,1
